0,1,2,3,4,5,6,7
Salem,19-Sep-1922,Collision,Hampton Roads,Slight damage,November 1922,457,
Willaston,19-Sep-1922,Disabled,Barry Roads,Cylinder cover burst,November 1922,457,
William Donovan,19-Sep-1922,Fire,San Pedro,Not Stated,November 1922,457,
Calvin Austin,20-Sep-1922,Grounded,Cape Cod Canal,Rudder damaged,November 1922,456,
Horace M. Bickford,20-Sep-1922,Hurricane,At Sea,Heavy damage,November 1922,456,
Marine,20-Sep-1922,Grounded,Point Pleasant Shoals,Not damaged,November 1922,456,
Monte Santo,20-Sep-1922,Disabled,At Sea,Not Stated,November 1922,456,
Olga,20-Sep-1922,"Gale, Ashore",East of Nome,Total wreck,November 1922,457,
Ormes,20-Sep-1922,Ashore,Morant Bay Harbor,Undamaged,November 1922,457,
Parkhaven,20-Sep-1922,Explosion,At Sea,Slight damage,November 1922,457,
Beaver,21-Sep-1922,Squall,Off Beaver Harbor,Lost masts,November 1922,456,
Eastern Leader,21-Sep-1922,Struck Rock,Hell Gate,Damage to fuel oil tank,November 1922,456,
Floridian,21-Sep-1922,Collision,San Pedro,Not Stated,November 1922,456,
J. W. Thompson,21-Sep-1922,Ashore,Charleston,Not Stated,November 1922,456,
La Purisima,21-Sep-1922,Collision,San  Pedro,Not Stated,November 1922,456,
Alphonse Racine,22-Sep-1922,Hurricane,St. David's Island,Heavy damage to hull,November 1922,456,
Baldrock,22-Sep-1922,"Hurricane, On Bar",St. Georges Harbor,Stern submerged,November 1922,456,
Callao,22-Sep-1922,Hurricane,St. Georges Harbor,Not Stated,November 1922,456,
Ester Welbourne,22-Sep-1922,In Distress,Charleston,Not Stated,November 1922,456,
Gen. O.  M. Poe,22-Sep-1922,Grounded,Russell Island,Undamaged,November 1922,456,
Titanic (Tug),22-Sep-1922,Disabled,Off Lorain,Feedpipe leak,November 1922,457,
Gen. Garretson,23-Sep-1922,Grounded,Near Marine City,Undamaged,November 1922,456,
Harrison T. Beacham,23-Sep-1922,Leaking,Mobile,Not Stated,November 1922,456,
Linois,23-Sep-1922,Run Down,At Sea,Sank,November 1922,456,
Tuscaloosa (Not Certain),23-Sep-1922,Ran Down Ship,At Sea,Not Stated,November 1922,457,
Willhilo,23-Sep-1922,Struck Buoy,San Francisco,Undamaged,November 1922,457,
Madeleine Constance,24-Sep-1922,Storm,Mid-ocean,Sank,December 1922,501,
Mongolian Prince,24-Sep-1922,Collision,River Thames,Slight damage,November 1922,456,
Arabian,25-Sep-1922,Ashore,St. Lawrence River,Undamaged,November 1922,456,
Aube,25-Sep-1922,Ashore,Near Wolf Island,Jettison Cargo,November 1922,456,
Cardiff Hall,25-Sep-1922,Gale,Immingham,Hull battered,November 1922,456,
Curaca,25-Sep-1922,Fire,Brooklyn,Not Stated,November 1922,456,
Fenchurch,25-Sep-1922,Fire,"Hoboken, New York",Slight damage,November 1922,456,
Hayo Maru,25-Sep-1922,Disabled,Off Wales Coast,Rudder broke,November 1922,456,
Lancastrian,25-Sep-1922,Grounded,"Gloucester, New Jersey",Not Stated,November 1922,456,
Norway,25-Sep-1922,Grounded,St. Clair Flats Canal,Undamaged,November 1922,456,
Stranger,25-Sep-1922,Not Stated,Charleston,Lost sails,November 1922,457,
Texan,25-Sep-1922,Ran Into Ship,"Lynnton, Oregon",Not Stated,November 1922,457,
Thomas Crowley,25-Sep-1922,Was Run Into,"Lynnton, Oregon",Damage to guard aft and transom,November 1922,457,
Hokkoh Maru,26-Sep-1922,Grounded,"St. Helens, Oregon",Undamaged,November 1922,456,
Storm King,26-Sep-1922,Disabled,English Channel,Machinery disabled,November 1922,457,
A. E. McKenstry,27-Sep-1922,Stranded,Lachine Lake,Not Stated,November 1922,456,
Alice May Davenport,27-Sep-1922,Leaking,Bermuda,Not Stated,November 1922,456,
Golden Gate,27-Sep-1922,Disabled,Near Barry Island,Steerer disabled,November 1922,456,
Gov. Alfred E.  Smith,27-Sep-1922,Sank,Albany,Raised,November 1922,456,
Quebec,27-Sep-1922,Disabled,Montreal,Machinery disabled,November 1922,457,
Tilthorn,27-Sep-1922,Ashore,Near Manila,Undamaged,November 1922,457,
Ball Brothers,28-Sep-1922,Collision,Above Marine City,Damage to 6 plates,November 1922,456,
Brandon,28-Sep-1922,Disabled,Port Huron,Steerer disabled,November 1922,456,
Eastern  (Tug),28-Sep-1922,Collision,Norfolk,Not Stated,November 1922,456,
George Stephenson,28-Sep-1922,Collision,Above Marine City,Damage to plates and hawser pipe,November 1922,456,
Henry W. Conant,28-Sep-1922,Collision,Norfolk,Slight damage,November 1922,456,
Mabel A. Frye,28-Sep-1922,On Sandbar,Isel-a-Haute,Undamaged,November 1922,456,
Maiden Creek,28-Sep-1922,Fire,Boston,Slight damage,November 1922,456,
Manitowoc,28-Sep-1922,Disabled,Kiel,Boiler leak,November 1922,456,
Warkworth,28-Sep-1922,Fire,Bordeaux,Not Stated,November 1922,457,
Favonian,29-Sep-1922,Not Stated,Larrys  River,Dismasted,November 1922,456,
Empress,30-Sep-1922,Ashore,Mispe,Not Stated,November 1922,456,
Kashu Maru,30-Sep-1922,"Fog, Collision",Delaware Breakwater,Damage to several plates,November 1922,456,
Luxpalile,30-Sep-1922,Disabled,New York,Windlass broke,November 1922,456,
Michigan,30-Sep-1922,"Fog, Collision",Delaware Breakwater,Slight damage to bow,November 1922,456,
Nellie Dixon,30-Sep-1922,Not Stated,Key West,Mainmast gone,November 1922,456,
Strathearn,30-Sep-1922,Struck Object,South of Fastnet Rocks,Stem broke,November 1922,457,
Telumah,30-Sep-1922,Ashore,St. Martins,May be a total loss,November 1922,457,
Arundel Corp. Scow No. 28,1-Oct-1922,Ashore,Assateague,Date reported  as Sept 31; Damage not stated,November 1922,456,
Arundel Corp. Scow No. 31,1-Oct-1922,Ashore,Assateague,Date reported  as Sept 31; Damage not stated,November 1922,456,
Bridgetown,1-Oct-1922,Collision,New York,Slight damage,November 1922,456,
Corvallis,1-Oct-1922,Ashore,"Diamond Reef, New York",Not Stated,November 1922,456,
Kansas,1-Oct-1922,Bad Weather,At Sea,Bulwark stove in,November 1922,456,
Ketchikan,1-Oct-1922,Beached,Pinta Cover,Heavy damage to hull,November 1922,456,
Mapleton,1-Oct-1922,Struck,Lachine Canal,On Bottom,November 1922,456,
Marechal Foch,1-Oct-1922,Disabled,Halifax,Engine disabled,November 1922,456,
Quaker City,1-Oct-1922,On Rocks,South of Cruden Aberdeenshire,Heavy damage,November 1922,457,
Quaker City,1-Oct-1922,Struck On Rocks,"Aberdeenshire, Scotland",Heavy damage,December 1922,501,
Salem,1-Oct-1922,Collision,New York,Slight damage,November 1922,457,
W. J. Patterson,1-Oct-1922,Slipped Off Block,Jacksonville,"Damage to rail and rigging, leaking",November 1922,457,
A. B. & O. (Tug),2-Oct-1922,Collision,Buttermilk Channel,Not Stated,November 1922,456,
Charwood,2-Oct-1922,Ashore,Near Kisten Island,Not Stated,November 1922,456,
Dominion Miller,2-Oct-1922,Fire,Norfolk,Slight damage,November 1922,456,
Edith,2-Oct-1922,"In Tow, Collision",Buttermilk Channel,Heavy damage,November 1922,456,
Empress,2-Oct-1922,Disabled,At Sea,Engine trouble,November 1922,456,
Etna  Maru,2-Oct-1922,Fire,Astoria,Serious damage in bunkers,November 1922,456,
Harrison T. Beacham,2-Oct-1922,Gale,At Sea,Lost part of deckload,December 1922,501,
Hope Sherwood,2-Oct-1922,Disabled,Off Cape  Hatteras,Rudder gone,December 1922,501,
Purnell T. White,2-Oct-1922,Fire,Norfolk,Damage in cargo,November 1922,457,
R. W. Waterman,2-Oct-1922,Collision,Buttermilk Channel,Not Stated,November 1922,457,
Strathcona,2-Oct-1922,Leak,Off Cabot Island,Sank,November 1922,457,
Volunteer,2-Oct-1922,"In Tow, Collision",Buttermilk Channel,Heavy damage,November 1922,457,
Arcturus,3-Oct-1922,Collision,Detroit River,Badly stove in,November 1922,456,
Arcturus,3-Oct-1922,"Collision, Sank",Detroit River,Considerable damage,December 1922,501,
James E.  Davidson,3-Oct-1922,Collision,Detroit River,Water in forepeak,November 1922,456,
M. J. Taylor,3-Oct-1922,Hurricane,At Sea,Crippled,November 1922,456,
Mauretania,3-Oct-1922,Disabled,Southampton,Fourth propeller disabled,November 1922,456,
Minas King,3-Oct-1922,Ashore,Young Cove,Jettison Cargo,November 1922,456,
No. 102 (Motorship),3-Oct-1922,Sank,"Crescent, New York",Not Stated,November 1922,456,
West Cressey,3-Oct-1922,Disabled,St. Johns,Slight damage,November 1922,457,
Adriatic,4-Oct-1922,"Fog, Collision",Port Huron,Hole in side,November 1922,456,
Burpee L. Tucker,4-Oct-1922,Hit Obstruction,Parrsboro,Leaking,November 1922,456,
F.  L. Robbins,4-Oct-1922,"Fog, Collision",Port Huron,Slight damage,November 1922,456,
Helen Jean,4-Oct-1922,In Tow,Turks Island,Sinking condition,November 1922,456,
John Parker,4-Oct-1922,Disabled,Bermuda,Leaking,November 1922,456,
M. J. Taylor,4-Oct-1922,Hurricane,Near Virgin Islands,Considerable damage,December 1922,501,
Only Sister,4-Oct-1922,Capsized,"Harrison, New Jersey",Not Stated,November 1922,457,
Strathcona,4-Oct-1922,Storm,Off Cabot Island,Sank,December 1922,501,
Dora  Baltea,5-Oct-1922,Grounded,Near Galveston,Undamaged,November 1922,456,
F.  H.  Beckwith,5-Oct-1922,Disabled,New York,Propeller broke,November 1922,456,
Harvester,5-Oct-1922,Explosion,At Sea,In pump room,November 1922,456,
Hope Sherwood,5-Oct-1922,Disabled,Norfolk,Rudder lost,November 1922,456,
Meropi,5-Oct-1922,Collision,Montreal,Plate broke,November 1922,456,
Natilda,5-Oct-1922,Collision,Montreal,Not Stated,November 1922,456,
Postmaster General,5-Oct-1922,Ashore,Near Gardiner,Undamaged,November 1922,457,
Burpee L. Tucker,6-Oct-1922,Struck Obstacle,"Parrsboro, Nova Scotia",Leaking,December 1922,501,
Effna,6-Oct-1922,Rough Sea,At Sea,Damage to bridge and winches,November 1922,456,
Ignazio Florio,6-Oct-1922,Disabled,St. Michaels,Leaking,November 1922,456,
Norway,6-Oct-1922,Grounded,Near Bar Point,Jettison Cargo,November 1922,456,
Rovigno,6-Oct-1922,Ashore,"Latitude 33 South, Longitude 52 West",Water in holds,November 1922,457,
Sierra Nevada,6-Oct-1922,Fire,At Sea,Not Stated,November 1922,457,
Ceuta,7-Oct-1922,Disabled,At Sea,Propeller blades broken,November 1922,456,
Lyman Stewart,7-Oct-1922,"Collision, On Rocks",San Francisco,Will be total loss,November 1922,456,
Sonzo,7-Oct-1922,Gales,Mid Atlantic,Damage to deck fittings and steerer disabled,November 1922,457,
Walter A. Luckenbach,7-Oct-1922,Collision,San Francisco,Badly crippled,November 1922,457,
Bayamo,8-Oct-1922,Fire,"Riverdale, New York",Damage in coal bunkers,November 1922,456,
Effna,8-Oct-1922,Fire,Brooklyn,Slight damage,November 1922,456,
Gulfland,8-Oct-1922,Collision,Mystic River,Not Stated,November 1922,456,
Lyman Stewart,8-Oct-1922,Collision,"Presidio, San Francisco",Total loss,December 1922,501,
Maiden Creek,8-Oct-1922,Collision,Mystic River,Damaged,November 1922,456,
Walter A. Luckenbach,8-Oct-1922,Collision,"Presidio, San Francisco",Crippled,December 1922,501,
William B. Schiller,8-Oct-1922,Disabled,Mackinaw City,Steerer broke,November 1922,457,
Absecon,9-Oct-1922,Disabled,New York,Pumps and steerer disabled,November 1922,456,
Edwards E. Edwards,9-Oct-1922,Disabled,Delaware Breakwater,Rudder disabled,November 1922,456,
Flamingo,9-Oct-1922,Disabled,Norfolk,Leaking,November 1922,456,
Laguna,9-Oct-1922,Rough Sea,At Sea,Stove in hatch,November 1922,456,
W. D. Mathews,9-Oct-1922,Ashore,Cove Island,Heavy damage,December 1922,501,
Cardiganshire,10-Oct-1922,Fire,At Sea,Damage to cargo,November 1922,456,
Coyote,10-Oct-1922,Disabled,Charleston,Machinery damaged,November 1922,456,
Empress,10-Oct-1922,Disabled,Victoria,Engines disabled,December 1922,501,
Santiago,10-Oct-1922,Ashore,38 Miles from Sagua la Grande,Jettison Cargo,November 1922,457,
Swift Star,10-Oct-1922,Grounded,"Block Island, Rhode Island",Considerable damage,December 1922,501,
Huron,11-Oct-1922,Grounded,Detroit River,Jettison Cargo,November 1922,456,
Huron,11-Oct-1922,Grounded,Detroit River,Jettison Cargo,December 1922,501,
Marshal Foch,11-Oct-1922,Ashore,Sable Island,Not Stated,December 1922,501,
Zagres,11-Oct-1922,Ashore,Near Cabanas,Not Stated,November 1922,457,
A. T. Kinney,12-Oct-1922,"Gale, Grounded",Hay Lake,Not Stated,December 1922,501,
City of Honolulu,12-Oct-1922,Fire,At Sea,Heavy damage,November 1922,456,
Port of Portland,14-Oct-1922,Collision,Willamette River,Sank,December 1922,501,
Santa Clara,14-Oct-1922,Collision,Willamette River,Not Stated,December 1922,501,
Cepheus,15-Oct-1922,"Fog, Grounded",Grosse  Point,Not Stated,December 1922,501,
Hugo Stinnes,15-Oct-1922,Collision,Houston Ship Channel,Slight damage,December 1922,501,
Norman Bridge,15-Oct-1922,Collision,Houston Ship Channel,Slight damage,December 1922,501,
W. D. Crawford,15-Oct-1922,"Fog, Grounded",Below Algonac,Jettison Cargo,December 1922,501,
Eagleboat,16-Oct-1922,Wrecked,Off Cuttyhunk,Considerable damage,December 1922,501,
Helen C.,17-Oct-1922,On Bottom,Off Alpena,May be a total loss,December 1922,501,
Lenape,17-Oct-1922,Grounded,Near Nassau  Inlet,Not Stated,December 1922,501,
Modica,17-Oct-1922,Grounded,Montreal,Jettison Cargo,December 1922,501,
Friendship,18-Oct-1922,"Gale, Leaking",North of Point Aux Barques,Adrift,December 1922,501,
Linden,18-Oct-1922,Grounded,Near Bellmouth,Not Stated,December 1922,501,
Ruth & Margaret,18-Oct-1922,Heavy Gale,At Sea,Masts and bowsprit gone,December 1922,501,
"Seaman, A. O.",18-Oct-1922,Grounded,Off Cuttyhunk,Heavy damage,December 1922,501,
Dicto,19-Oct-1922,Disabled,Cork,Peaks leak,December 1922,501,
Tom Beattie,19-Oct-1922,Gale,Off Portland,"Damage to steerer and sail, leaking",December 1922,501,
Barge No. 176,20-Oct-1922,Fire,Tremley Point,Not Stated,December 1922,501,
Cape Cod,20-Oct-1922,Collisoin,Thames River,Damage to upper works,December 1922,501,
Dream,20-Oct-1922,Not Stated,St. John River,Sank,December 1922,501,
Innoko,20-Oct-1922,Was In Collision,Antwerp,Damaged above water line,December 1922,501,
Red Feather,20-Oct-1922,Collision,Thames River,Cut in two,December 1922,501,
Julia Luckenbach,21-Oct-1922,Grounded,Pier 7 Communipaw,Not Stated,December 1922,501,
Louis H.  Smith,21-Oct-1922,In Tow,Off Lunenburg,Sails gone,December 1922,501,
S. J. Murphy,21-Oct-1922,Disabled,Lake Superior,Stripped buckets off wheel,December 1922,501,
Saskatoon,21-Oct-1922,Crashed Into Lock,Lachine Canal,Not Stated,December 1922,501,
West Gotomaka,21-Oct-1922,Fire,Brooklyn,Slight damage,December 1922,501,
Winnipeg,21-Oct-1922,Hit Bottom,Lachine Canal,Considerable damage,December 1922,501,
C. S. Robinson,22-Oct-1922,"Fog, Grounded",Devil  Island,24 plates damaged,December 1922,501,
Golden Shore,22-Oct-1922,Fire,Off Butchertown,Not Stated,December 1922,501,
Algiers,24-Oct-1922,Disabled,Key West,Leaking badly,December 1922,501,
I. D. Fletcher,24-Oct-1922,Ashore,Handkerchief Shoal,Oil pumped out of tanks,December 1922,501,
President,24-Oct-1922,Fire,Philadelphia,Slight damage,December 1922,501,
Ada Tower,25-Oct-1922,Disabled,Barbados,Sails and rigging damaged,December 1922,501,
Charles A. Dean,25-Oct-1922,Fouled Schooner,Off Clifton,Undamaged,December 1922,501,
Governor,25-Oct-1922,Grounded,Northeast of Ellis Island,Not Stated,December 1922,501,
Hawaiian,25-Oct-1922,Fire,Philadelphia,Undamaged,December 1922,501,
Jalapa,25-Oct-1922,Fouled,Off Clifton,Undamaged,December 1922,501,
Kiowa,25-Oct-1922,Gale,Caribou Island,Water in oil fuel,December 1922,501,
Marie de Ronde,25-Oct-1922,Disabled,Vineyard Haven,"Lost mast and sails, leaking",December 1922,501,
Maud,25-Oct-1922,Not Stated,Southwest of St. Clair Canal,"On bottom, wreck",December 1922,501,
Mongibello,25-Oct-1922,Ashore,Anticosti Islands,Leaking,December 1922,501,
Port Reath,25-Oct-1922,Collision,Bristol Channel,Not Stated,December 1922,501,
Remus,25-Oct-1922,Collision,Bristol Channel,Not Stated,December 1922,501,
Dorothy,26-Oct-1922,Collision,"St. John, New Brunswick","Bowsprit, jib and headgear gone",December 1922,501,
Duchess,26-Oct-1922,Collision,"Erie Basin,  New York",Slight damage,December 1922,501,
Hauger,26-Oct-1922,Disabled,Port Alfred,Machine Trouble,December 1922,501,
Homestead,26-Oct-1922,Disabled,Southeast of Highlands,Not Stated,December 1922,501,
Krosfond,26-Oct-1922,Collision,"St. John, New Brunswick",Not Stated,December 1922,501,
Thomas Flannery,26-Oct-1922,Collision,"Erie Basin,  New York",Slight damage,December 1922,501,
General Petitti,27-Oct-1922,Disabled,Jacksonville,Propeller broke,December 1922,501,
Dauperata,28-Oct-1922,Disabled,Lizard,Steerer disabled,December 1922,501,
Dorothy Palmer,28-Oct-1922,Disabled,Off Nantucket,Lost Rudder,December 1922,501,
Elkhorn,28-Oct-1922,Disabled,New York,Propeller blade lost,December 1922,501,
Firmore,28-Oct-1922,Disabled,At Sea,Machinery disabled,December 1922,501,
Helen Jean,28-Oct-1922,Not Stated,Turks Island,Total Loss,December 1922,501,
Mecosta,29-Oct-1922,Foundered,Off Cleveland,Abandoned,December 1922,501,
Bethlehem,30-Oct-1922,Disabled,Port Aux Basques,Rudder damaged,December 1922,501,
Evelyn V. Miller,30-Oct-1922,Grounded,Yarmouth,May be a total loss,December 1922,501,
Hampstead Heath,30-Oct-1922,Disabled,Rotterdam,Steerer disabled,December 1922,501,
Howard Sisters,30-Oct-1922,Ashore,Off Sandwich,Sank,December 1922,501,
Peter Howard,30-Oct-1922,Ashore,Off Sandwich,Gone to pieces,December 1922,501,
Beckenham,31-Oct-1922,Gale,Sydney,Dragged anchor,December 1922,501,
Charles F. Gordon,31-Oct-1922,Grounded,Halifax,Undamaged,December 1922,501,
Plover,31-Oct-1922,Grounded,New York,Not Stated,December 1922,501,
Teti,31-Oct-1922,Not Stated,South of St. Michaels,Foundered,December 1922,501,
Canadian Seigneur,1-Nov-1922,Disabled,At Sea,Stern post and rudder gone,December 1922,501,
L. J. Drake,1-Nov-1922,Disabled,New York,Steerer disabled,December 1922,501,
Norefjord,1-Nov-1922,Fire,Christiania,Slight damage to cargo,December 1922,501,
Mdig,4-Nov-1922,Struck Object,Off Esbjerg,Lost Propeller,December 1922,501,
Mariposa,5-Nov-1922,Grounded,Green Bay,Damage to No. 3 compartment,December 1922,501,
Colonel,6-Nov-1922,"Fog, Grounded",On Waverley Shoal,Not Stated,December 1922,501,
R. R. Richardson,6-Nov-1922,"Fog, Ashore",Below Decatur,Leaking,December 1922,501,
Bronson,7-Nov-1922,Stranded,Lachine Lake,Not Stated,December 1922,501,
Maple Court,7-Nov-1922,In Tow,Lachine Lake,Grounded,December 1922,501,
Edmonton,8-Nov-1922,Stranded,Lake Brancis,Not Stated,December 1922,501,
Manning,Not Stated,Collision,Near Boston,Not Stated,August 1922,335,
